Shar	Pdis	Mmyo	Pkuh	Mmol	Raeg	Rfer	Btau	Oorc	Sscr	Cfer	Csim	Ecab	Mjav	Fcat	Hhya	Cfam	Mput	Zcal	Ccri	Eeur	Sara	Moch	Mmus	Rnor	Hgla	Svul	Ocun	Opri	Tbel	Mmur	Ogar	Sbol	Ptro	Hsap	Mfas	Dnov	Tman	Lafr	Eedw	Etel	Mdom	Vurs	Glea	Oana
1172	NA	NA	NA	NA	NA	8266	689	987	39	316	70	58	785	99	105	348	NA	NA	114	65	NA	65	46	441	217	6019	215	105	1263	NA	NA	482	147	95	64	92	NA	92	988	285	327	NA	NA	69
447	NA	NA	NA	NA	NA	424	363	123	61	395	78	238	261	640	58	215	NA	NA	65	89	NA	63	281	92	228	127	6335	95	95	NA	NA	173	991	159	923	473	NA	732	1460	176	1481	NA	NA	46
166	NA	NA	NA	NA	NA	2724	169	427	111	208	52	124	451	4720	83	531	NA	NA	172	109	NA	74	267	59	60	187	1447	145	842	NA	NA	1042	4682	93	317	144	NA	1452	84	374	144	NA	NA	211
83	NA	NA	NA	NA	NA	402	68	64	215	108	355	137	422	178	58	34	NA	NA	98	63	NA	107	186	37	390	41	3431	354	41	NA	NA	316	191	71	1588	720	NA	245	1278	265	893	NA	NA	90
231	NA	NA	NA	NA	NA	2830	93	210	104	209	70	205	644	460	570	72	NA	NA	190	69	NA	107	395	277	100	2336	46	111	188	NA	NA	65	216	263	331	1162	NA	84	52	240	484	NA	NA	63
2588	NA	NA	NA	NA	NA	91	790	358	1250	281	75	51	4456	867	73	64	NA	NA	297	84	NA	82	196	106	8140	76	841	112	1004	NA	NA	245	1612	1197	481	82	NA	176	911	260	149	NA	NA	125
156	NA	NA	NA	NA	NA	2312	705	2380	107	787	63	282	3463	76	72	54	NA	NA	174	58	NA	50	45	541	233	203	4956	1192	100	NA	NA	270	235	56	118	190	NA	48	343	382	478	NA	NA	148
93	NA	NA	NA	NA	NA	48	80	464	336	502	410	42	64	103	57	44	NA	NA	73	100	NA	141	135	536	186	281	84	198	100	NA	NA	125	6110	56	139	177	NA	1113	171	115	81	NA	NA	395
359	NA	NA	NA	NA	NA	1909	650	805	273	241	64	109	140	1218	1272	60	NA	NA	91	133	NA	155	84	536	160	224	205	1234	87	NA	NA	329	1490	56	172	279	NA	2896	64	70	574	NA	NA	177
85	NA	NA	NA	NA	NA	436	278	478	350	1156	128	59	610	44	131	323	NA	NA	271	80	NA	150	458	373	84	65	91	259	399	NA	NA	85	434	56	142	458	NA	4760	575	94	691	NA	NA	66
433	NA	NA	NA	NA	NA	303	559	663	484	79	456	71	272	421	68	67	NA	NA	212	74	NA	62	614	170	121	112	95	964	91	NA	NA	207	81	56	1996	2165	NA	254	473	621	721	NA	NA	53
130	NA	NA	NA	NA	NA	486	146	3222	437	195	221	845	167	279	342	64	NA	NA	88	60	NA	600	439	533	299	314	228	71	284	NA	NA	96	61	56	337	211	NA	265	309	78	202	NA	NA	164
161	NA	NA	NA	NA	NA	733	305	2029	899	169	51	36	139	59	76	65	NA	NA	147	43	NA	2059	409	536	70	298	447	311	71	NA	NA	318	1357	56	555	710	NA	79	240	657	106	NA	NA	184
156	NA	NA	NA	NA	NA	181	107	12845	191	1397	74	93	68	64	116	62	NA	NA	252	78	NA	149	78	168	99	124	1446	239	200	NA	NA	47	3333	56	51	339	NA	756	181	279	1179	NA	NA	41
69	NA	NA	NA	NA	NA	1036	239	188	421	580	87	57	104	972	86	110	NA	NA	867	59	NA	66	744	536	36	110	979	52	221	NA	NA	435	249	56	2482	2042	NA	225	966	74	321	NA	NA	43
249	NA	NA	NA	NA	NA	367	79	572	157	196	37	70	59	862	72	503	NA	NA	60	1155	NA	514	279	536	157	379	869	85	110	NA	NA	102	151	56	73	389	NA	267	332	59	523	NA	NA	37
335	NA	NA	NA	NA	NA	109	536	88	346	309	65	99	60	274	NA	80	NA	NA	67	108	NA	93	149	539	89	43	85	52	150	NA	NA	216	439	56	56	73	NA	721	154	458	113	NA	NA	168
761	NA	NA	NA	NA	NA	156	368	106	193	285	34	419	3040	427	1740	533	NA	NA	403	43	NA	119	210	538	100	124	64	70	247	NA	NA	110	63	56	74	1868	NA	128	126	268	187	NA	NA	68
412	NA	NA	NA	NA	NA	398	241	136	4803	123	66	2507	417	318	395	147	NA	NA	574	60	NA	112	354	535	3817	82	1341	NA	210	NA	NA	315	2684	55	128	221	NA	939	203	119	90	NA	NA	201
684	NA	NA	NA	NA	NA	135	575	1388	59	901	99	1279	2614	80	62	115	NA	NA	66	76	NA	75	241	529	307	269	1865	NA	179	NA	NA	769	349	56	225	348	NA	144	218	349	182	NA	NA	69
154	NA	NA	NA	NA	NA	57	230	267	11013	219	69	718	2257	826	201	175	NA	NA	374	90	NA	226	405	504	10389	83	5220	NA	46	NA	NA	519	187	1325	156	60	NA	450	201	72	96	NA	NA	101
153	NA	NA	NA	NA	NA	242	171	389	171	133	92	219	603	79	60	472	NA	NA	144	735	NA	140	191	540	145	83	795	NA	55	NA	NA	265	1391	235	154	60	NA	1761	104	87	141	NA	NA	330
171	NA	NA	NA	NA	NA	218	612	5385	1416	450	62	424	213	67	37	176	NA	NA	230	88	NA	1539	275	537	747	279	170	NA	179	NA	NA	521	80	215	264	76	NA	91	91	129	1089	NA	NA	113
145	NA	NA	NA	NA	NA	222	74	286	346	552	50	73	98	356	111	209	NA	NA	325	74	NA	489	114	537	337	187	84	NA	775	NA	NA	1238	859	39	760	247	NA	369	853	51	154	NA	NA	134
134	NA	NA	NA	NA	NA	543	1267	186	370	145	63	454	1070	487	180	66	NA	NA	59	67	NA	165	140	536	402	108	124	NA	379	NA	NA	154	4125	246	2052	4266	NA	1292	848	260	2235	NA	NA	85
133	NA	NA	NA	NA	NA	195	1028	193	548	123	113	103	391	735	109	432	NA	NA	182	156	NA	154	130	537	236	58	345	NA	592	NA	NA	98	261	1645	161	755	NA	125	279	275	1644	NA	NA	0
464	NA	NA	NA	NA	NA	280	253	1226	216	322	82	87	206	307	593	114	NA	NA	209	NA	NA	552	79	536	477	857	143	NA	756	NA	NA	517	204	415	173	114	NA	229	1133	98	157	NA	NA	147
154	NA	NA	NA	NA	NA	371	3018	518	121	898	83	56	1001	108	80	201	NA	NA	81	NA	NA	140	179	536	1066	269	75	NA	726	NA	NA	85	852	69	77	481	NA	308	1299	76	93	NA	NA	54
197	NA	NA	NA	NA	NA	231	452	1833	269	135	572	87	44	460	62	1094	NA	NA	50	NA	NA	39	230	536	1116	177	170	NA	344	NA	NA	92	265	76	332	61	NA	1940	90	390	84	NA	NA	55
233	NA	NA	NA	NA	NA	154	158	429	284	412	800	59	377	481	78	99	NA	NA	69	NA	NA	69	233	537	462	83	84	NA	92	NA	NA	59	2221	161	243	109	NA	872	670	109	71	NA	NA	115
131	NA	NA	NA	NA	NA	835	81	81	521	153	63	73	303	57	278	2180	NA	NA	168	NA	NA	128	NA	533	237	83	70	NA	141	NA	NA	159	2803	237	106	80	NA	90	406	366	240	NA	NA	154
174	NA	NA	NA	NA	NA	250	67	380	109	218	290	68	157	155	1132	449	NA	NA	73	NA	NA	160	NA	530	630	279	3636	NA	966	NA	NA	354	171	3350	1300	859	NA	143	141	188	151	NA	NA	1852
79	NA	NA	NA	NA	NA	318	183	1733	111	100	68	77	61	489	325	111	NA	NA	57	NA	NA	151	NA	535	111	208	3072	NA	628	NA	NA	249	94	1325	1142	829	NA	620	213	330	175	NA	NA	37
516	NA	NA	NA	NA	NA	359	226	121	101	76	61	64	94	81	176	130	NA	NA	67	NA	NA	84	NA	536	183	146	1606	NA	278	NA	NA	934	56	149	1871	100	NA	98	149	343	272	NA	NA	197
4936	NA	NA	NA	NA	NA	624	281	422	126	235	71	62	57	95	41	158	NA	NA	578	NA	NA	321	NA	536	NA	58	585	NA	132	NA	NA	93	200	116	52	NA	NA	107	245	1438	221	NA	NA	107
272	NA	NA	NA	NA	NA	2586	70	162	206	277	407	90	394	186	105	46	NA	NA	58	NA	NA	308	NA	540	NA	857	2384	NA	599	NA	NA	433	455	1695	60	NA	NA	2413	961	244	613	NA	NA	123
145	NA	NA	NA	NA	NA	67	372	2200	370	100	1125	104	66	95	295	791	NA	NA	66	NA	NA	79	NA	536	NA	102	337	NA	629	NA	NA	189	95	1892	158	NA	NA	2735	170	168	64	NA	NA	198
98	NA	NA	NA	NA	NA	96	455	2035	319	92	1733	64	119	187	138	543	NA	NA	61	NA	NA	750	NA	530	NA	234	177	NA	713	NA	NA	1715	155	284	59	NA	NA	87	372	44	338	NA	NA	41
116	NA	NA	NA	NA	NA	212	188	108	235	199	607	59	209	462	517	797	NA	NA	336	NA	NA	83	NA	532	NA	199	447	NA	2060	NA	NA	2278	88	1950	515	NA	NA	2775	611	124	256	NA	NA	62
326	NA	NA	NA	NA	NA	104	391	344	303	356	173	87	149	519	189	375	NA	NA	66	NA	NA	54	NA	534	NA	660	NA	NA	87	NA	NA	4139	72	206	70	NA	NA	552	125	66	211	NA	NA	234
136	NA	NA	NA	NA	NA	176	1290	1271	349	289	563	107	4546	2175	206	1070	NA	NA	293	NA	NA	1325	NA	529	NA	42	NA	NA	234	NA	NA	230	261	1275	649	NA	NA	143	218	407	689	NA	NA	46
204	NA	NA	NA	NA	NA	483	663	2316	293	59	563	53	3515	58	63	634	NA	NA	337	NA	NA	76	NA	529	NA	632	NA	NA	641	NA	NA	182	1191	1030	103	NA	NA	2403	55	559	64	NA	NA	88
54	NA	NA	NA	NA	NA	249	254	595	110	198	65	175	828	1081	51	88	NA	NA	NA	NA	NA	573	NA	205	NA	117	NA	NA	84	NA	NA	1435	51	623	485	NA	NA	1656	465	129	226	NA	NA	167
407	NA	NA	NA	NA	NA	110	1354	1619	97	345	36	347	983	1734	175	52	NA	NA	NA	NA	NA	57	NA	534	NA	208	NA	NA	97	NA	NA	221	1319	58	1257	NA	NA	97	747	374	320	NA	NA	135
87	NA	NA	NA	NA	NA	61	512	246	108	202	139	140	2041	108	70	59	NA	NA	NA	NA	NA	397	NA	531	NA	292	NA	NA	100	NA	NA	476	270	123	581	NA	NA	809	101	121	96	NA	NA	146
141	NA	NA	NA	NA	NA	115	471	5681	113	171	83	158	295	196	872	53	NA	NA	NA	NA	NA	57	NA	418	NA	188	NA	NA	66	NA	NA	224	177	80	815	NA	NA	89	70	145	365	NA	NA	83
3120	NA	NA	NA	NA	NA	89	92	497	209	2283	54	189	253	430	50	83	NA	NA	NA	NA	NA	248	NA	529	NA	135	NA	NA	388	NA	NA	216	77	160	1183	NA	NA	1066	148	139	51	NA	NA	64
188	NA	NA	NA	NA	NA	242	197	2199	110	132	41	80	301	68	40	99	NA	NA	NA	NA	NA	183	NA	540	NA	31	NA	NA	212	NA	NA	230	245	141	333	NA	NA	2429	939	194	210	NA	NA	69
70	NA	NA	NA	NA	NA	217	214	1655	97	69	42	62	4690	817	126	1038	NA	NA	NA	NA	NA	174	NA	535	NA	151	NA	NA	117	NA	NA	197	1637	191	1843	NA	NA	82	335	131	188	NA	NA	103
271	NA	NA	NA	NA	NA	102	242	4473	108	285	40	70	474	641	65	702	NA	NA	NA	NA	NA	79	NA	530	NA	69	NA	NA	94	NA	NA	100	317	400	2522	NA	NA	513	146	44	142	NA	NA	69
149	NA	NA	NA	NA	NA	430	114	1857	113	123	37	752	2372	262	300	77	NA	NA	NA	NA	NA	84	NA	293	NA	145	NA	NA	105	NA	NA	243	98	221	91	NA	NA	1058	70	67	161	NA	NA	457
883	NA	NA	NA	NA	NA	6636	573	2845	209	904	67	449	595	198	662	282	NA	NA	NA	NA	NA	113	NA	536	NA	895	NA	NA	200	NA	NA	1672	72	119	2003	NA	NA	321	174	1643	188	NA	NA	363
124	NA	NA	NA	NA	NA	702	1162	1707	78	133	51	82	1191	426	339	1289	NA	NA	NA	NA	NA	1316	NA	537	NA	95	NA	NA	110	NA	NA	497	76	1673	996	NA	NA	303	371	129	100	NA	NA	71
555	NA	NA	NA	NA	NA	2530	112	64	42	1783	146	1772	51	195	108	49	NA	NA	NA	NA	NA	1265	NA	NA	NA	194	NA	NA	286	NA	NA	46	138	96	958	NA	NA	2727	69	163	109	NA	NA	80
144	NA	NA	NA	NA	NA	114	353	1657	62	180	75	60	130	60	65	136	NA	NA	NA	NA	NA	789	NA	NA	NA	2752	NA	NA	1267	NA	NA	276	236	144	256	NA	NA	90	94	103	50	NA	NA	228
355	NA	NA	NA	NA	NA	58	344	2312	63	668	66	34	40	60	55	71	NA	NA	NA	NA	NA	1065	NA	NA	NA	827	NA	NA	112	NA	NA	68	578	788	357	NA	NA	1578	71	228	63	NA	NA	325
157	NA	NA	NA	NA	NA	673	413	1036	529	75	424	68	155	194	738	305	NA	NA	NA	NA	NA	122	NA	NA	NA	108	NA	NA	71	NA	NA	522	3344	72	79	NA	NA	1781	89	163	191	NA	NA	162
162	NA	NA	NA	NA	NA	526	172	141	732	414	72	150	111	425	72	108	NA	NA	NA	NA	NA	216	NA	NA	NA	82	NA	NA	97	NA	NA	181	70	227	3073	NA	NA	88	67	43	53	NA	NA	68
685	NA	NA	NA	NA	NA	327	259	1025	583	566	481	506	57	260	61	696	NA	NA	NA	NA	NA	553	NA	NA	NA	122	NA	NA	113	NA	NA	1536	148	123	1027	NA	NA	163	869	638	765	NA	NA	113
1317	NA	NA	NA	NA	NA	226	897	66	1632	87	143	1218	170	449	48	81	NA	NA	NA	NA	NA	1389	NA	NA	NA	684	NA	NA	245	NA	NA	894	1697	312	128	NA	NA	839	206	156	496	NA	NA	79
2928	NA	NA	NA	NA	NA	367	333	277	135	581	3552	329	170	98	436	67	NA	NA	NA	NA	NA	109	NA	NA	NA	208	NA	NA	293	NA	NA	403	1890	71	233	NA	NA	1104	227	533	255	NA	NA	105
138	NA	NA	NA	NA	NA	130	274	1087	738	722	1575	929	152	256	327	319	NA	NA	NA	NA	NA	257	NA	NA	NA	74	NA	NA	38	NA	NA	490	283	180	174	NA	NA	764	91	112	1513	NA	NA	67
124	NA	NA	NA	NA	NA	132	280	1921	1687	237	293	285	72	642	162	58	NA	NA	NA	NA	NA	403	NA	NA	NA	368	NA	NA	271	NA	NA	578	1380	342	829	NA	NA	6643	161	80	215	NA	NA	63
97	NA	NA	NA	NA	NA	94	155	1139	330	352	1356	2309	5020	89	217	922	NA	NA	NA	NA	NA	168	NA	NA	NA	517	NA	NA	1007	NA	NA	2889	251	595	78	NA	NA	138	58	84	886	NA	NA	49
354	NA	NA	NA	NA	NA	33	105	127	476	496	60	1100	68	438	2486	83	NA	NA	NA	NA	NA	2452	NA	NA	NA	79	NA	NA	1016	NA	NA	233	208	289	89	NA	NA	757	102	671	778	NA	NA	63
126	NA	NA	NA	NA	NA	278	71	3109	3400	205	954	5255	564	48	59	133	NA	NA	NA	NA	NA	192	NA	NA	NA	105	NA	NA	189	NA	NA	108	1492	1008	121	NA	NA	65	61	280	54	NA	NA	70
179	NA	NA	NA	NA	NA	802	145	7563	1301	61	59	84	173	60	684	120	NA	NA	NA	NA	NA	81	NA	NA	NA	198	NA	NA	1156	NA	NA	144	1055	1864	1624	NA	NA	2727	114	76	128	NA	NA	368
164	NA	NA	NA	NA	NA	142	210	689	1501	213	110	266	68	212	69	373	NA	NA	NA	NA	NA	1219	NA	NA	NA	383	NA	NA	77	NA	NA	136	613	152	63	NA	NA	1182	1316	137	562	NA	NA	44
2667	NA	NA	NA	NA	NA	217	67	3075	238	307	127	612	149	137	382	289	NA	NA	NA	NA	NA	1381	NA	NA	NA	352	NA	NA	436	NA	NA	381	67	795	744	NA	NA	1470	323	403	602	NA	NA	59
80	NA	NA	NA	NA	NA	238	363	3555	952	775	67	3804	64	95	406	174	NA	NA	NA	NA	NA	113	NA	NA	NA	54	NA	NA	390	NA	NA	102	109	67	402	NA	NA	4380	73	2124	690	NA	NA	58
201	NA	NA	NA	NA	NA	330	297	249	235	1188	180	76	177	697	75	294	NA	NA	NA	NA	NA	1162	NA	NA	NA	85	NA	NA	39	NA	NA	250	53	93	6944	NA	NA	266	133	161	57	NA	NA	187
189	NA	NA	NA	NA	NA	113	136	3884	207	146	1353	74	81	396	633	417	NA	NA	NA	NA	NA	3210	NA	NA	NA	199	NA	NA	224	NA	NA	734	160	671	99	NA	NA	10479	55	414	196	NA	NA	59
114	NA	NA	NA	NA	NA	1008	456	193	123	304	447	93	74	267	67	81	NA	NA	NA	NA	NA	57	NA	NA	NA	126	NA	NA	898	NA	NA	453	172	157	1063	NA	NA	1199	42	1097	1232	NA	NA	95
497	NA	NA	NA	NA	NA	575	183	84	281	2496	489	62	102	34	696	39	NA	NA	NA	NA	NA	823	NA	NA	NA	389	NA	NA	86	NA	NA	2229	190	154	2070	NA	NA	513	55	2296	145	NA	NA	172
1988	NA	NA	NA	NA	NA	174	94	220	408	970	63	65	236	521	64	75	NA	NA	NA	NA	NA	1174	NA	NA	NA	904	NA	NA	94	NA	NA	55	400	674	2115	NA	NA	847	39	2900	823	NA	NA	83
1723	NA	NA	NA	NA	NA	273	193	434	430	396	86	64	71	3511	890	194	NA	NA	NA	NA	NA	229	NA	NA	NA	1072	NA	NA	244	NA	NA	139	37	131	1500	NA	NA	210	634	1390	224	NA	NA	216
235	NA	NA	NA	NA	NA	388	582	830	265	1537	97	44	153	1187	78	387	NA	NA	NA	NA	NA	5401	NA	NA	NA	372	NA	NA	105	NA	NA	43	266	216	617	NA	NA	NA	93	93	169	NA	NA	89
328	NA	NA	NA	NA	NA	160	107	159	255	266	451	316	88	468	48	245	NA	NA	NA	NA	NA	645	NA	NA	NA	828	NA	NA	247	NA	NA	115	134	136	62	NA	NA	NA	101	248	82	NA	NA	67
179	NA	NA	NA	NA	NA	286	139	674	420	135	55	79	195	176	37	65	NA	NA	NA	NA	NA	631	NA	NA	NA	650	NA	NA	419	NA	NA	846	1669	3571	222	NA	NA	NA	151	714	78	NA	NA	167
196	NA	NA	NA	NA	NA	1623	73	83	712	793	476	167	218	100	55	157	NA	NA	NA	NA	NA	2433	NA	NA	NA	269	NA	NA	326	NA	NA	1643	96	1373	611	NA	NA	NA	1318	290	4751	NA	NA	77
158	NA	NA	NA	NA	NA	315	189	1215	174	1212	60	71	102	446	34	191	NA	NA	NA	NA	NA	415	NA	NA	NA	365	NA	NA	2506	NA	NA	241	143	113	186	NA	NA	NA	1332	119	153	NA	NA	41
280	NA	NA	NA	NA	NA	558	111	1616	505	232	56	146	154	1787	80	57	NA	NA	NA	NA	NA	866	NA	NA	NA	263	NA	NA	389	NA	NA	2557	786	841	148	NA	NA	NA	142	908	2775	NA	NA	31
84	NA	NA	NA	NA	NA	816	114	106	234	136	57	71	526	1166	45	51	NA	NA	NA	NA	NA	192	NA	NA	NA	77	NA	NA	188	NA	NA	96	73	136	137	NA	NA	NA	195	395	132	NA	NA	38
962	NA	NA	NA	NA	NA	201	309	548	219	96	124	73	85	583	67	139	NA	NA	NA	NA	NA	1410	NA	NA	NA	1094	NA	NA	603	NA	NA	38	232	250	64	NA	NA	NA	434	123	76	NA	NA	116
2160	NA	NA	NA	NA	NA	636	346	610	186	547	72	2254	3082	1506	183	58	NA	NA	NA	NA	NA	115	NA	NA	NA	879	NA	NA	827	NA	NA	333	65	66	568	NA	NA	NA	84	173	73	NA	NA	79
111	NA	NA	NA	NA	NA	438	123	1516	39	33	1329	68	4408	1947	85	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	1084	NA	NA	186	NA	NA	58	116	470	954	NA	NA	NA	390	157	117	NA	NA	101
201	NA	NA	NA	NA	NA	790	115	115	88	85	66	656	13731	4679	67	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	879	NA	NA	1453	NA	NA	2949	314	116	985	NA	NA	NA	315	897	181	NA	NA	114
168	NA	NA	NA	NA	NA	258	59	63	95	147	73	86	212	184	65	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	1017	NA	NA	60	NA	NA	670	53	185	878	NA	NA	NA	166	731	84	NA	NA	185
169	NA	NA	NA	NA	NA	64	150	265	195	67	71	90	137	420	295	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	879	NA	NA	57	NA	NA	80	101	810	89	NA	NA	NA	3024	720	1070	NA	NA	68
83	NA	NA	NA	NA	NA	197	110	172	1689	184	31	119	48	314	280	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	175	NA	NA	111	NA	NA	62	592	107	196	NA	NA	NA	1589	283	101	NA	NA	125
213	NA	NA	NA	NA	NA	3905	187	366	1282	367	100	52	911	1148	411	185	NA	NA	NA	NA	NA	NA	NA	NA	NA	1084	NA	NA	202	NA	NA	126	291	115	490	NA	NA	NA	528	1463	131	NA	NA	40
840	NA	NA	NA	NA	NA	249	177	235	81	445	661	92	314	270	61	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	262	NA	NA	618	NA	NA	100	1007	66	100	NA	NA	NA	603	347	378	NA	NA	81
496	NA	NA	NA	NA	NA	110	241	524	385	367	1357	148	356	180	2448	416	NA	NA	NA	NA	NA	NA	NA	NA	NA	118	NA	NA	131	NA	NA	84	1869	240	2266	NA	NA	NA	1525	3633	3506	NA	NA	52
461	NA	NA	NA	NA	NA	9322	1531	1850	174	139	36	71	920	507	NA	1072	NA	NA	NA	NA	NA	NA	NA	NA	NA	964	NA	NA	136	NA	NA	443	152	2633	181	NA	NA	NA	125	113	58	NA	NA	76
709	NA	NA	NA	NA	NA	48	81	1049	137	1083	1352	65	218	107	105	2026	NA	NA	NA	NA	NA	NA	NA	NA	NA	877	NA	NA	110	NA	NA	3397	799	388	738	NA	NA	NA	1520	413	373	NA	NA	69
132	NA	NA	NA	NA	NA	724	345	338	100	1013	57	7462	82	651	447	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	1084	NA	NA	410	NA	NA	1642	471	15070	121	NA	NA	NA	760	3022	208	NA	NA	90
557	NA	NA	NA	NA	NA	389	155	1455	238	165	264	269	9012	699	50	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	879	NA	NA	110	NA	NA	193	138	68	1187	NA	NA	NA	365	980	412	NA	NA	65
878	NA	NA	NA	NA	NA	61	94	10811	67	139	2038	2096	643	120	121	71	NA	NA	NA	NA	NA	NA	NA	NA	NA	187	NA	NA	116	NA	NA	301	149	175	2617	NA	NA	NA	104	1094	755	NA	NA	64
175	NA	NA	NA	NA	NA	44	190	1934	157	231	44	140	6750	449	44	730	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	NA	NA	140	NA	NA	209	162	111	96	NA	NA	NA	51	151	204	NA	NA	674
810	NA	NA	NA	NA	NA	69	107	396	1425	36	1324	69	144	187	134	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	101	NA	NA	242	NA	NA	116	91	152	423	NA	NA	NA	54	35	40	NA	NA	140
125	NA	NA	NA	NA	NA	98	204	279	244	191	1290	6371	104	640	471	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	98	NA	NA	252	NA	NA	244	4421	189	102	NA	NA	NA	109	550	218	NA	NA	199
187	NA	NA	NA	NA	NA	98	240	935	133	194	94	140	1482	430	140	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	NA	NA	95	NA	NA	91	391	61	74	NA	NA	NA	86	152	986	NA	NA	104
525	NA	NA	NA	NA	NA	117	388	1134	97	78	45	163	696	487	67	190	NA	NA	NA	NA	NA	NA	NA	NA	NA	297	NA	NA	116	NA	NA	77	218	225	728	NA	NA	NA	70	1190	180	NA	NA	34
58	NA	NA	NA	NA	NA	214	89	349	61	200	71	54	312	179	963	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	202	NA	NA	95	NA	NA	59	57	516	159	NA	NA	NA	162	312	408	NA	NA	244
175	NA	NA	NA	NA	NA	68	705	567	136	399	74	52	107	488	1063	405	NA	NA	NA	NA	NA	NA	NA	NA	NA	298	NA	NA	234	NA	NA	162	61	1006	3083	NA	NA	NA	816	290	628	NA	NA	196
136	NA	NA	NA	NA	NA	101	137	707	394	69	291	66	2658	98	216	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	NA	NA	158	NA	NA	606	119	1793	2453	NA	NA	NA	159	142	686	NA	NA	174
2478	NA	NA	NA	NA	NA	330	449	930	34	202	69	60	219	179	614	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	NA	NA	324	NA	NA	251	185	164	913	NA	NA	NA	51	951	342	NA	NA	56
158	NA	NA	NA	NA	NA	344	402	1955	268	166	256	69	5689	488	486	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	235	NA	NA	357	NA	NA	606	848	494	113	NA	NA	NA	54	2390	586	NA	NA	68
183	NA	NA	NA	NA	NA	NA	870	202	105	234	32	77	1686	98	613	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	125	NA	NA	399	NA	NA	251	170	104	1118	NA	NA	NA	72	245	126	NA	NA	80
166	NA	NA	NA	NA	NA	NA	104	72	72	83	38	53	600	518	67	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	NA	NA	857	NA	NA	249	7394	65	1264	NA	NA	NA	55	94	94	NA	NA	206
163	NA	NA	NA	NA	NA	NA	11730	1826	215	87	111	188	1545	106	167	188	NA	NA	NA	NA	NA	NA	NA	NA	NA	706	NA	NA	197	NA	NA	1569	99	490	713	NA	NA	NA	67	55	2531	NA	NA	70
167	NA	NA	NA	NA	NA	NA	134	3589	63	164	1998	57	81	64	435	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	180	NA	NA	98	NA	NA	81	93	41	937	NA	NA	NA	113	199	207	NA	NA	92
797	NA	NA	NA	NA	NA	NA	205	4143	92	50	254	1286	189	382	186	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	118	NA	NA	251	NA	NA	125	66	2360	73	NA	NA	NA	66	51	998	NA	NA	157
94	NA	NA	NA	NA	NA	NA	101	279	95	375	1344	125	550	461	104	94	NA	NA	NA	NA	NA	NA	NA	NA	NA	295	NA	NA	756	NA	NA	231	240	135	146	NA	NA	NA	96	221	165	NA	NA	78
659	NA	NA	NA	NA	NA	NA	68	156	313	518	1258	50	1514	83	631	198	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	NA	NA	108	NA	NA	920	2618	56	306	NA	NA	NA	124	1168	466	NA	NA	98
187	NA	NA	NA	NA	NA	NA	105	228	371	553	268	115	369	122	212	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	220	NA	NA	896	NA	NA	115	389	131	441	NA	NA	NA	46	407	352	NA	NA	118
282	NA	NA	NA	NA	NA	NA	71	951	522	73	2390	56	117	1070	708	309	NA	NA	NA	NA	NA	NA	NA	NA	NA	202	NA	NA	137	NA	NA	167	15079	3466	194	NA	NA	NA	149	106	744	NA	NA	101
43	NA	NA	NA	NA	NA	NA	335	5640	39	91	382	122	157	779	39	537	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	NA	NA	561	NA	NA	77	111	1626	155	NA	NA	NA	142	212	577	NA	NA	166
238	NA	NA	NA	NA	NA	NA	71	128	51	160	83	58	113	251	172	1385	NA	NA	NA	NA	NA	NA	NA	NA	NA	515	NA	NA	808	NA	NA	83	38	197	330	NA	NA	NA	61	875	77	NA	NA	162
1258	NA	NA	NA	NA	NA	NA	197	1155	217	244	59	99	60	101	70	396	NA	NA	NA	NA	NA	NA	NA	NA	NA	341	NA	NA	209	NA	NA	51	622	1997	129	NA	NA	NA	576	567	37	NA	NA	62
168	NA	NA	NA	NA	NA	NA	330	224	262	195	2190	146	488	368	102	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	315	NA	NA	3561	NA	NA	35	147	8802	3806	NA	NA	NA	89	316	2140	NA	NA	56
3152	NA	NA	NA	NA	NA	NA	599	94	117	196	1234	36	161	367	334	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	375	NA	NA	104	NA	NA	32	165	299	1847	NA	NA	NA	75	88	259	NA	NA	55
